metric,algorithm,value,Constraints,percentage,version,pct,diff,dataset
Accuracy,SOFT,0.631373822669698,Noisy protected attributes,0.1,1,-10.088020118884323,-0.0636931182562881,Public Coverage
Accuracy,PRIV,0.6958969362347083,Noisy protected attributes,0.1,1,0.11926986102468451,0.0008299953087221867,Public Coverage
Accuracy,MDRO,0.6330338132871423,Noisy protected attributes,0.1,1,-9.799338729905372,-0.06203312763884383,Public Coverage
Accuracy,ARL,0.7065425282378839,No protected attributes,0.1,1,1.624189182287139,0.011475587311897795,Public Coverage
Accuracy,DRO,0.36797661578434554,No protected attributes,0.1,1,-88.8888888888889,-0.32709032514164055,Public Coverage
Equal Odds Difference,LR,-0.029274283785758,No constraints,0.1,1,0.0,0.0,Public Coverage
Equal Odds Difference,RF,-0.02418353454708469,No constraints,0.1,1,-21.050476425444575,0.005090749238673309,Public Coverage
Equal Odds Difference,SREW,0.0017016259051386984,True protected attributes,0.1,1,1820.3713047241056,0.030975909690896697,Public Coverage
Equal Odds Difference,ADDEB,0.0014867848773994913,True protected attributes,0.1,1,2068.96566751211,0.03076106866315749,Public Coverage
Equal Odds Difference,LFR,4.0131143374712004e-05,True protected attributes,0.1,1,73046.54805226586,0.029314414929132712,Public Coverage
Equal Odds Difference,CALEQ,-0.0982646980820436,True protected attributes,0.1,1,70.20874804773105,-0.06899041429628561,Public Coverage
Equal Odds Difference,ROC,0.05264754976117186,True protected attributes,0.1,1,155.60426633063958,0.08192183354692986,Public Coverage
Equal Odds Difference,EGR,-0.00804516603005509,True protected attributes,0.1,1,-263.87420317238053,0.02122911775570291,Public Coverage
Equal Odds Difference,GSR,-0.015789094246714208,True protected attributes,0.1,1,-85.40825286320732,0.01348518953904379,Public Coverage
Equal Odds Difference,SOFT,0.00134685410776392,Noisy protected attributes,0.1,1,2273.530423006236,0.03062113789352192,Public Coverage
Equal Odds Difference,PRIV,0.005396142651825059,Noisy protected attributes,0.1,1,642.5038898083427,0.03467042643758306,Public Coverage
Equal Odds Difference,MDRO,-0.0062386413118429695,Noisy protected attributes,0.1,1,-369.24133513151156,0.023035642473915027,Public Coverage
Equal Odds Difference,ARL,0.013975737628047491,No protected attributes,0.1,1,309.46503551274685,0.04325002141380549,Public Coverage
Equal Odds Difference,DRO,-4.013114337467574e-05,No protected attributes,0.1,1,-72846.54805233178,0.029234152642383323,Public Coverage
Accuracy,LR,0.6934069503085417,No constraints,0.1,2,0.0,0.0,Public Coverage
Accuracy,RF,0.7017429901483165,No constraints,0.1,2,1.1879049676025932,0.008336039839774823,Public Coverage
Accuracy,SREW,0.6939121648442856,True protected attributes,0.1,2,0.07280669821623231,0.0005052145357439253,Public Coverage
Accuracy,ADDEB,0.65497455883945,True protected attributes,0.1,2,-5.867768595041323,-0.03843239146909172,Public Coverage
Accuracy,LFR,0.628739489733319,True protected attributes,0.1,2,-10.285255122539173,-0.06466746057522277,Public Coverage
Accuracy,CALEQ,0.6834830933564289,True protected attributes,0.1,2,-1.4519535374867942,-0.009923856952112842,Public Coverage
Accuracy,ROC,0.6907004438670564,True protected attributes,0.1,2,-0.39184952978055243,-0.00270650644148529,Public Coverage
Accuracy,EGR,0.6940565118544982,True protected attributes,0.1,2,0.09358914365934501,0.0006495615459565229,Public Coverage
Accuracy,GSR,0.6942008588647107,True protected attributes,0.1,2,0.11436294640536637,0.0007939085561690096,Public Coverage
Accuracy,SOFT,0.5617624769946953,Noisy protected attributes,0.1,2,-23.434187704760067,-0.13164447331384643,Public Coverage
Accuracy,PRIV,0.6912778319079066,Noisy protected attributes,0.1,2,-0.3079974942576724,-0.0021291184006351216,Public Coverage
Accuracy,MDRO,0.634513370141821,Noisy protected attributes,0.1,2,-9.281692543934472,-0.05889358016672075,Public Coverage
Accuracy,ARL,0.7036195012810798,No protected attributes,0.1,2,1.4514309159913918,0.010212550972538037,Public Coverage
Accuracy,DRO,0.37223485258561584,No protected attributes,0.1,2,-86.28211342704797,-0.3211720977229259,Public Coverage
Equal Odds Difference,LR,-0.02112120939665313,No constraints,0.1,2,0.0,0.0,Public Coverage
Equal Odds Difference,RF,-0.02199910813125508,No constraints,0.1,2,3.990610570956199,-0.0008778987346019507,Public Coverage
